Gene stable ID	Gene name	NCBI gene ID
WBGene00001056	dpf-3	172409
WBGene00001057	dpf-4	175821
WBGene00001058	dpf-5	177251
WBGene00001059	dpf-6	176132
WBGene00001060	dpf-7	177250
WBGene00001061	dpl-1	174458
WBGene00001062	dpr-1	187759
WBGene00001063	dpy-1	175342
WBGene00001064	dpy-2	174107
WBGene00001065	dpy-3	180529
WBGene00001066	dpy-4	178414
WBGene00001067	dpy-5	172197
WBGene00001068	dpy-6	181099
WBGene00001069	dpy-7	181013
WBGene00001070	dpy-8	180785
WBGene00001071	dpy-9	176846
WBGene00001072	dpy-10	36805042
WBGene00001073	dpy-11	179040
WBGene00001074	dpy-13	177187
WBGene00001075	dpy-14	172410
WBGene00001076	dpy-17	175696
WBGene00001077	dpy-18	176569
WBGene00001078	dpy-19	191628
WBGene00001079	dpy-20	178105
WBGene00001080	dpy-21	180176
WBGene00001081	dpy-22	181194
WBGene00001082	dpy-23	180713
WBGene00001085	dpy-26	178196
WBGene00001086	dpy-27	175492
WBGene00001087	dpy-28	176509
WBGene00001088	dpy-30	179671
WBGene00001089	dre-1	179045
WBGene00001090	drh-1	177425
WBGene00001091	drh-2	
WBGene00001092	dro-1	191629
WBGene00001093	drp-1	177336
WBGene00001094	dars-1	176334
WBGene00001095	dars-2	3565124
WBGene00001096	dsc-1	181599
WBGene00001099	dsc-4	176852
WBGene00001101	dsh-1	173894
WBGene00001102	dsh-2	266854
WBGene00001103	dsl-1	176939
WBGene00001104	dsl-2	176938
WBGene00001105	dsl-3	176970
WBGene00001106	dsl-4	184563
WBGene00001107	dsl-5	186492
WBGene00001108	dsl-6	178063
WBGene00001109	dsl-7	3565725
WBGene00001110	duo-1	179586
WBGene00001111	duo-2	
WBGene00001112	duo-3	172925
WBGene00001113	dur-1	177846
WBGene00001115	dyb-1	171715
WBGene00001116	dyc-1	181515
WBGene00001117	dyf-1	172122
WBGene00001118	dyf-2	191342
WBGene00001119	dyf-3	177107
WBGene00001121	dyf-5	187442
WBGene00001122	dyf-6	3565899
WBGene00001123	dyf-7	181183
WBGene00001127	dyf-11	180421
WBGene00001129	dyf-13	182970
WBGene00001130	dyn-1	181644
WBGene00001131	dys-1	173038
WBGene00001132	alp-1	177701
WBGene00001133	eat-2	175072
WBGene00001134	eat-3	174476
WBGene00001135	eat-4	176291
WBGene00001136	eat-5	172480
WBGene00001137	eat-6	179796
WBGene00001145	eat-16	172823
WBGene00001147	eat-18	24105308
WBGene00001148	eat-20	181641
WBGene00001149	bcat-1	181423
WBGene00001150	ech-1.1	180037
WBGene00001151	ech-2	3564942
WBGene00001152	ech-3	179180
WBGene00001153	ech-4	174665
WBGene00001154	ech-5	176908
WBGene00001155	ech-6	176376
WBGene00001156	ech-7	173300
WBGene00001157	ech-8	177905
WBGene00001158	ech-9	184065
WBGene00001159	eff-1	174334
WBGene00001160	efk-1	175871
WBGene00001161	efl-1	180133
WBGene00001162	efl-2	174980
WBGene00001163	efn-2	177949
WBGene00001164	efn-3	184508
WBGene00001165	efn-4	176882
WBGene00001166	eftu-2	175851
WBGene00001167	eef-2	172743
WBGene00001168	eef-1A.1	175975
WBGene00001169	eef-1A.2	181044
WBGene00001170	egl-1	179943
WBGene00001171	egl-2	178624
WBGene00001172	egl-3	179412
WBGene00001173	egl-4	176991
WBGene00001174	egl-5	176093
WBGene00001175	egl-6	183513
WBGene00001177	egl-8	178537
WBGene00001178	egl-9	179461
WBGene00001179	egl-10	179707
WBGene00001182	egl-13	180833
WBGene00001184	egl-15	181291
WBGene00001185	egl-17	180402
WBGene00001186	egl-18	176992
WBGene00001187	egl-19	177513
WBGene00001188	egl-20	177821
WBGene00001189	egl-21	177940
WBGene00001190	egl-23	178358
WBGene00001193	egl-26	173392
WBGene00001194	egl-27	174121
WBGene00001196	egl-30	171751
WBGene00001202	egl-36	181269
WBGene00001204	egl-38	177876
WBGene00001207	egl-43	174552
WBGene00001208	egl-44	174005
WBGene00001209	egl-45	176094
WBGene00001210	egl-46	179058
WBGene00001211	egl-47	183687
WBGene00001214	ego-1	172524
WBGene00001215	ego-2	190251
WBGene00001223	ehn-3	191363
WBGene00001224	ehs-1	173985
WBGene00001225	eif-3.B	175138
WBGene00001226	eif-3.C	172858
WBGene00001227	eif-3.D	176268
WBGene00001228	eif-3.E	172959
WBGene00001229	eif-3.F	174478
WBGene00001230	eif-3.G	174346
WBGene00001231	eif-3.H	172044
WBGene00001232	eif-3.I	171809
WBGene00001233	eif-3.K	179779
WBGene00001234	eif-6	173169
WBGene00001235	elb-1	176605
WBGene00001236	elc-1	190775
WBGene00001237	elc-2	24104987
WBGene00001239	elo-1	177787
WBGene00001240	elo-2	178532
WBGene00001241	elo-3	183948
WBGene00001242	elo-4	183367
WBGene00001243	elo-5	177320
WBGene00001244	elo-6	177321
WBGene00001245	elo-7	186426
WBGene00001246	elo-8	259739
WBGene00001247	elo-9	190207
WBGene00001248	elp-1	180358
WBGene00001249	elt-1	177794
WBGene00001250	elt-2	181250
WBGene00001251	elt-3	181503
WBGene00001252	elt-4	181249
WBGene00001253	elt-6	176993
WBGene00001258	emb-4	180232
WBGene00001259	emb-5	175621
WBGene00001262	emb-8	175710
WBGene00001263	emb-9	176314
WBGene00001281	emb-27	174314
WBGene00001284	emb-30	176322
WBGene00001303	emo-1	179510
WBGene00001309	emr-1	171752
WBGene00001310	end-1	179893
WBGene00001311	end-3	191631
WBGene00001320	ent-1	178097
WBGene00001324	eor-1	177249
WBGene00001325	eor-2	181557
WBGene00001328	epi-1	177956
WBGene00001329	epn-1	181577
WBGene00001330	eps-8	178411
WBGene00001331	erd-2.1	181228
WBGene00001332	eri-1	176868
WBGene00001333	erm-1	172174
WBGene00001334	ero-1	173325
WBGene00001335	F35A5.8	180667
WBGene00001336	qars-1	178415
WBGene00001337	ears-1	172904
WBGene00001338	ears-2	176860
WBGene00001340	etr-1	173401
WBGene00001345	fos-1	178987
WBGene00001352	evl-14	175555
WBGene00001358	evl-20	191632
WBGene00001362	exc-1	181635
WBGene00001365	exc-4	173314
WBGene00001366	exc-5	177692
WBGene00001368	exc-7	174506
WBGene00001371	exl-1	175100
WBGene00001372	exo-3	173069
WBGene00001373	exp-1	186801
WBGene00001374	exp-2	179003
WBGene00001377	eya-1	173293
WBGene00001385	far-1	176283
WBGene00001386	far-2	176284
WBGene00001387	far-3	179785
WBGene00001388	far-4	191633
WBGene00001389	far-5	184522
WBGene00001390	far-6	189096
WBGene00001391	far-7	173421
WBGene00001392	far-8	186902
WBGene00001393	fat-1	178291
WBGene00001394	fat-2	178293
WBGene00001395	fat-3	177820
WBGene00001396	fat-4	177819
WBGene00001397	fat-5	180162
WBGene00001398	fat-6	178122
WBGene00001399	fat-7	179100
WBGene00001400	fax-1	180609
WBGene00001401	fbf-1	174016
WBGene00001402	fbf-2	174017
WBGene00001403	fbl-1	177788
WBGene00001404	fbp-1	266822
WBGene00001405	fce-1	172820
WBGene00001406	fce-2	3565253
WBGene00001410	feh-1	175373
WBGene00001411	fem-1	177335
WBGene00001412	fem-2	175217
WBGene00001413	fem-3	177734
WBGene00001414	fer-1	172659
WBGene00001423	fib-1	179999
WBGene00001424	fis-1	185630
WBGene00001425	fis-2	184409
WBGene00001426	fkb-1	191634
WBGene00001427	fkb-2	173160
WBGene00001428	fkb-3	179113
WBGene00001429	fkb-4	179752
WBGene00001430	fkb-5	171974
WBGene00001431	fkb-6	180371
WBGene00001432	fkb-7	172963
WBGene00001433	fkb-8	173159
WBGene00001434	fkh-2	180663
WBGene00001435	fkh-3	181465
WBGene00001436	fkh-4	181466
WBGene00001437	fkh-5	184944
WBGene00001438	fkh-6	181907
WBGene00001439	fkh-7	177340
WBGene00001440	fkh-8	174026
WBGene00001441	fkh-9	180670
WBGene00001442	fkh-10	182874
WBGene00001443	fli-1	176215
WBGene00001444	flp-1	177737
WBGene00001445	flp-2	181222
WBGene00001446	flp-3	181221
WBGene00001447	flp-4	174568
WBGene00001448	flp-5	181104
WBGene00001449	flp-6	179327
WBGene00001450	flp-7	180854
WBGene00001451	flp-8	181583
WBGene00001452	flp-9	178232
WBGene00001453	flp-10	177574
WBGene00001454	flp-11	180741
WBGene00001455	flp-12	180732
WBGene00001456	flp-13	177547
WBGene00001457	flp-14	176708
WBGene00001458	flp-15	176803
WBGene00001459	flp-16	174967
WBGene00001460	flp-17	178498
WBGene00001461	flp-18	180587
WBGene00001462	flp-19	181260
WBGene00001463	flp-20	181165
WBGene00001464	flp-21	182944
WBGene00001465	flr-1	181468
WBGene00001466	flr-2	186548
WBGene00001468	flr-4	181604
WBGene00001470	baz-2	176078
WBGene00001475	fmi-1	179788
WBGene00001476	fmo-1	177954
WBGene00001477	fmo-2	177958
WBGene00001478	fmo-3	176491
WBGene00001479	fmo-4	179845
WBGene00001480	fmo-5	178596
WBGene00001481	fog-1	171895
WBGene00001482	fog-2	180321
WBGene00001483	fog-3	172863
WBGene00001484	fox-1	180549
WBGene00001485	fre-1	180314
WBGene00001486	frh-1	174002
WBGene00001487	frk-1	191635
WBGene00001488	frm-1	173360
WBGene00001489	frm-2	175848
WBGene00001490	frm-3	186110
WBGene00001491	frm-4	172189
WBGene00001492	frm-5.1	176822
WBGene00001493	frm-7	179687
WBGene00001494	frm-8	175428
WBGene00001495	frm-9	266949
WBGene00001496	frm-10	179828
WBGene00001497	fars-1	172311
WBGene00001498	fars-3	174351
WBGene00001499	fsn-1	175667
WBGene00001500	ftn-1	179138
WBGene00001501	ftn-2	171934
WBGene00001502	ftt-2	181348
WBGene00001503	fum-1	176059
WBGene00001505	fut-1	174400
WBGene00001506	fut-2	184050
WBGene00001507	fut-4	187342
WBGene00001508	fut-8	178985
WBGene00001509	fzo-1	173990
WBGene00001510	fzr-1	174516
WBGene00001511	fzy-1	266859
WBGene00001512	gab-1	176691
WBGene00001513	gad-1	179027
WBGene00001514	xnd-1	175776
WBGene00001515	gap-1	180530
WBGene00001516	gap-2	181172
WBGene00001517	gar-1	180922
WBGene00001518	gar-2	175893
WBGene00001519	gar-3	179962
WBGene00001520	gas-1	181646
WBGene00001522	gbh-1	174648
WBGene00001523	gbh-2	174358
WBGene00001526	gck-1	179274
WBGene00001527	gcs-1	174438
WBGene00001528	gcy-1	191639
WBGene00001529	gcy-2	191640
WBGene00001530	gcy-3	191641
WBGene00001531	gcy-4	191642
WBGene00001532	gcy-5	191643
WBGene00001533	gcy-6	191644
WBGene00001534	gcy-7	179222
WBGene00001535	gcy-8	177584
WBGene00001536	gcy-9	191645
WBGene00001537	gcy-11	181745
WBGene00001538	gcy-12	173902
WBGene00001539	gcy-13	191646
WBGene00001540	gcy-14	191647
WBGene00001541	gcy-15	191648
WBGene00001542	gcy-17	191649
WBGene00001543	gcy-18	178237
WBGene00001544	gcy-19	191650
WBGene00001545	gcy-20	184797
WBGene00001546	gcy-21	191651
WBGene00001547	gcy-22	180365
WBGene00001548	gcy-23	191652
WBGene00001549	gcy-25	191653
WBGene00001550	gcy-27	191654
WBGene00001551	gcy-31	191655
WBGene00001552	gcy-32	179887
WBGene00001553	gcy-33	179644
WBGene00001554	gcy-34	191656
WBGene00001555	gcy-35	173202
WBGene00001556	gcy-36	191657
WBGene00001557	gcy-37	191658
WBGene00001558	gdi-1	178402
WBGene00001559	gei-1	175436
WBGene00001560	gei-3	184597
WBGene00001561	gei-4	175195
WBGene00001562	lin-66	178354
WBGene00001563	gei-6	179114
WBGene00001564	icl-1	178583
WBGene00001565	gei-8	176145
WBGene00001566	acdh-13	177654
WBGene00001568	snpc-4	172711
WBGene00001569	meg-3	180510
WBGene00001570	gei-13	176364
WBGene00001571	gei-14	174328
WBGene00001572	gei-15	24104769
WBGene00001574	gei-17	172733
WBGene00001575	gei-18	178357
WBGene00001577	gem-4	178108
WBGene00001578	ges-1	178633
WBGene00001579	gex-2	176885
WBGene00001580	gex-3	178191
WBGene00001581	gfi-1	179022
WBGene00001582	gfi-2	172825
WBGene00001583	gfi-3	181544
WBGene00001584	nrde-4	177544
WBGene00001585	gfl-1	187434
WBGene00001586	ggr-1	191636
WBGene00001587	ggr-2	191637
WBGene00001588	ggr-3	191638
WBGene00001589	gip-1	175355
WBGene00001590	C45G3.3	183473
WBGene00001591	glc-1	180086
WBGene00001592	glc-2	172103
WBGene00001593	glc-3	178930
WBGene00001594	glc-4	182971
WBGene00001595	gld-1	172532
WBGene00001596	gld-2	172338
WBGene00001597	gld-3	174174
WBGene00001598	glh-1	172414
WBGene00001599	glh-2	172361
WBGene00001600	glh-3	172245
WBGene00001601	glh-4	171941
WBGene00001602	gln-1	180875
WBGene00001603	gln-2	176407
WBGene00001604	gln-3	178452
WBGene00001605	gln-4	
WBGene00001606	gln-5	178505
WBGene00001607	gln-6	177808
WBGene00001608	R07B1.8	187649
WBGene00001609	glp-1	176286
WBGene00001612	glr-1	176204
WBGene00001613	glr-2	175999
WBGene00001614	glr-3	172449
WBGene00001615	glr-4	174258
WBGene00001616	glr-5	179251
WBGene00001617	glr-6	180955
WBGene00001618	glr-7	180547
WBGene00001619	glr-8	180924
WBGene00001620	glt-1	180641
WBGene00001621	glt-3	177882
WBGene00001622	glt-4	188744
WBGene00001623	glt-5	174530
WBGene00001624	glt-6	187623
WBGene00001625	glt-7	176880
WBGene00001626	gly-1	174679
WBGene00001627	gly-2	172360
WBGene00001628	gly-3	176112
WBGene00001629	gly-4	180302
WBGene00001630	gly-5	176736
WBGene00001631	gly-6	175558
WBGene00001632	gly-7	178661
WBGene00001633	gly-8	176595
WBGene00001635	gly-10	178343
WBGene00001636	gly-11	176647
WBGene00001637	gly-12	181005
WBGene00001638	gly-13	181160
WBGene00001639	gly-14	175453
WBGene00001640	gly-15	173114
WBGene00001641	gly-16	173109
WBGene00001642	gly-17	173108
WBGene00001643	gly-18	172446
WBGene00001644	gly-19	172447
WBGene00001645	gly-20	179562
WBGene00001646	gna-1	179437
WBGene00001647	gna-2	172533
WBGene00001648	goa-1	172505
WBGene00001649	gob-1	181637
WBGene00001650	gon-1	177850
WBGene00001651	gon-2	172646
WBGene00001653	gon-4	177899
WBGene00001660	gop-1	175721
WBGene00001661	gop-2	175722
WBGene00001662	gop-3	175723
WBGene00001663	gpa-1	179546
WBGene00001664	gpa-2	179219
WBGene00001665	gpa-3	179319
WBGene00001666	gpa-4	176865
WBGene00001667	gpa-5	180527
WBGene00001668	gpa-6	181442
WBGene00001669	gpa-7	177931
WBGene00001670	gpa-8	179731
WBGene00001671	gpa-9	191659
WBGene00001672	gpa-10	179075
WBGene00001673	gpa-11	173759
WBGene00001674	gpa-12	181157
WBGene00001675	gpa-13	179746
WBGene00001676	gpa-14	172269
WBGene00001677	gpa-15	172645
WBGene00001678	gpa-16	171675
WBGene00001679	gpb-1	174803
WBGene00001680	gpb-2	172483
WBGene00001681	gpc-1	181424
WBGene00001682	gpc-2	172396
WBGene00001683	gpd-1	174603
WBGene00001684	gpd-2	3565504
WBGene00001685	gpd-3	180601
WBGene00001686	gpd-4	174578
WBGene00001687	gpn-1	181658
WBGene00001688	gpr-1	176210
WBGene00001689	gpr-2	176318
WBGene00001690	grd-1	181300
WBGene00001691	grd-2	180349
WBGene00001692	grd-3	177109
WBGene00001693	grd-4	24104827
WBGene00001694	grd-5	179244
WBGene00001695	grd-6	24104900
WBGene00001696	grd-7	191661
WBGene00001697	grd-8	191662
WBGene00001698	grd-9	191663
WBGene00001699	grd-10	184239
WBGene00001700	grd-11	186880
WBGene00001701	grd-12	184079
WBGene00001702	grd-13	3565619
WBGene00001703	grd-14	187934
WBGene00001704	grd-15	3565288
WBGene00001705	grd-16	190533
WBGene00001706	grd-17	
WBGene00001707	grh-1	190048
WBGene00001708	grk-1	181212
WBGene00001709	grk-2	175223
WBGene00001710	grl-1	182850
WBGene00001711	grl-2	179777
WBGene00001712	grl-3	186928
WBGene00001713	grl-4	3564844
WBGene00001714	grl-5	178837
WBGene00001715	grl-6	187253
WBGene00001716	grl-7	179569
WBGene00001717	grl-8	191191
WBGene00001718	grl-9	179066
WBGene00001719	grl-10	179152
WBGene00001720	grl-11	191341
WBGene00001721	grl-12	185037
WBGene00001722	grl-13	185200
WBGene00001723	grl-14	188013
WBGene00001724	grl-15	190707
WBGene00001725	grl-16	171649
WBGene00001726	grl-17	183855
WBGene00001727	grl-18	353441
WBGene00001728	grl-19	176843
WBGene00001729	grl-20	177009
WBGene00001730	grl-21	177967
WBGene00001731	grl-22	189140
WBGene00001732	grl-23	183983
WBGene00001733	grl-24	178534
WBGene00001734	grl-25	176265
WBGene00001735	grl-26	176853
WBGene00001736	grl-27	185516
WBGene00001737	grl-28	188832
WBGene00001738	grl-29	188835
WBGene00001739	grl-30	13212329
WBGene00001740	gro-1	175725
WBGene00001743	grp-1	176140
WBGene00001744	gars-1	175703
WBGene00001745	gsa-1	171687
WBGene00001746	gsk-3	173149
WBGene00001747	gsp-1	179486
WBGene00001748	gsp-2	3564807
WBGene00001749	gst-1	176281
WBGene00001750	gst-2	177884
WBGene00001751	gst-3	177883
WBGene00001752	gst-4	177886
WBGene00001753	gst-5	187537
WBGene00001754	gst-6	173841
WBGene00001755	gst-7	173842
WBGene00001756	gst-8	184364
WBGene00001757	gst-9	187615
WBGene00001758	gst-10	178725
WBGene00001759	gst-11	187817
WBGene00001760	gst-12	185408
WBGene00001761	gst-13	188915
WBGene00001762	gst-14	185409
WBGene00001763	gst-15	185410
WBGene00001764	gst-16	175009
WBGene00001765	gst-17	185411
WBGene00001766	gst-18	185412
WBGene00001767	gst-19	175010
WBGene00001768	gst-20	175008
WBGene00001769	gst-21	191412
WBGene00001770	gst-22	180088
WBGene00001771	gst-23	189017
WBGene00001772	gst-24	185407
WBGene00001773	gst-25	24104550
WBGene00001774	gst-26	190223
WBGene00001775	gst-27	175166
WBGene00001776	gst-28	190224
WBGene00001777	gst-29	190225
WBGene00001778	gst-30	191347
WBGene00001779	gst-31	190228
WBGene00001780	gst-32	190230
WBGene00001781	gst-33	178771
WBGene00001782	gst-34	260015
WBGene00001783	gst-35	259481
WBGene00001784	gst-36	187645
WBGene00001785	gst-37	189575
WBGene00001786	gst-38	185299
WBGene00001787	gst-39	190226
WBGene00001788	gst-40	176900
WBGene00001789	gst-41	179127
WBGene00001790	gst-42	183911
WBGene00001791	gst-43	190586
WBGene00001792	gst-44	184405
WBGene00001793	gsy-1	174924
WBGene00001794	gta-1	177897
WBGene00001795	gtl-1	178031
WBGene00001796	gtl-2	178036
WBGene00001803	lite-1	180894
WBGene00001804	gur-3	181245
WBGene00001805	gur-4	191664
WBGene00001806	gur-5	191665
WBGene00001808	gut-2	179833
WBGene00001811	haf-1	178522
WBGene00001812	haf-2	174204
WBGene00001813	haf-3	180056
WBGene00001814	haf-4	171639
WBGene00001815	hmt-1	176540
WBGene00001816	haf-6	171694
WBGene00001817	haf-7	190115
WBGene00001818	haf-8	190369
WBGene00001819	haf-9	172288
WBGene00001820	ham-1	178205
WBGene00001821	ham-2	180727
WBGene00001823	hap-1	175724
WBGene00001824	hbl-1	180848
WBGene00001827	hcf-1	177560
WBGene00001828	hch-1	181564
WBGene00001829	hcp-1	179049
WBGene00001830	hcp-2	179353
WBGene00001831	hcp-3	176359
WBGene00001832	hcp-4	171964
WBGene00001833	hcp-6	266830
WBGene00001834	hda-1	179959
WBGene00001835	hda-2	174285
WBGene00001836	hda-3	173074
WBGene00001837	hda-4	181723
WBGene00001838	hda-10	175039
WBGene00001839	hdl-1	178129
WBGene00001840	hel-1	174333
WBGene00001841	hen-1	191666
WBGene00001842	her-1	179360
WBGene00001843	hgo-1	172726
WBGene00001844	hid-1	180553
WBGene00001851	hif-1	180359
WBGene00001852	hil-1	179993
WBGene00001853	hil-2	177390
WBGene00001854	hil-3	181073
WBGene00001855	hil-4	178866
WBGene00001856	hil-5	172242
WBGene00001857	hil-6	186584
WBGene00001858	hil-7	177433
WBGene00001859	hil-8	188129
WBGene00001860	him-1	172116
WBGene00001862	him-3	177462
WBGene00001863	him-4	181187
WBGene00001864	him-5	183932
WBGene00001865	him-6	178201
WBGene00001867	him-8	188247
WBGene00001869	him-10	175813
WBGene00001872	him-14	174157
WBGene00001874	him-17	179800
WBGene00001875	his-1	191667
WBGene00001876	his-2	180074
WBGene00001877	his-3	180073
WBGene00001878	his-4	180072
WBGene00001879	his-5	179233
WBGene00001880	his-6	191668
WBGene00001881	his-7	191669
WBGene00001882	his-8	191670
WBGene00001883	his-9	175030
WBGene00001884	his-10	191671
WBGene00001885	his-11	175029
WBGene00001886	his-12	175028
WBGene00001887	his-13	191672
WBGene00001888	his-14	175027
WBGene00001889	his-15	175026
WBGene00001890	his-16	175025
WBGene00001891	his-17	191673
WBGene00001892	his-18	179267
WBGene00001893	his-19	259800
WBGene00001894	his-20	191675
WBGene00001895	his-21	179265
WBGene00001896	his-22	179266
WBGene00001898	his-24	181545
WBGene00001899	his-25	175031
WBGene00001900	his-26	175032
WBGene00001901	his-27	246024
WBGene00001902	his-28	179264
WBGene00001903	his-29	185332
WBGene00001904	his-30	191676
WBGene00001905	his-31	191677
WBGene00001906	his-32	177628
WBGene00001907	his-33	191678
WBGene00001908	his-34	191679
WBGene00001909	his-35	179339
WBGene00001910	C50F4.6	3565041
WBGene00001911	his-37	179341
WBGene00001912	his-38	191680
WBGene00001913	his-39	191681
WBGene00001914	his-40	13221387
WBGene00001915	his-41	179340
WBGene00001916	his-42	184200
WBGene00001917	his-43	175034
WBGene00001918	his-44	175033
WBGene00001919	his-45	181821
WBGene00001920	his-46	178050
WBGene00001921	his-47	178048
WBGene00001922	his-48	178049
WBGene00001923	his-49	184113
WBGene00001924	his-50	179260
WBGene00001925	his-51	179261
WBGene00001926	his-52	179262
WBGene00001927	his-53	184112
WBGene00001928	his-54	184117
WBGene00001929	his-55	186250
WBGene00001930	his-56	178055
WBGene00001931	his-57	178056
WBGene00001932	his-58	186251
WBGene00001933	his-59	186325
WBGene00001934	his-60	177522
WBGene00001935	his-61	177521
WBGene00001936	his-62	186326
WBGene00001937	his-63	184804
WBGene00001938	his-64	178066
WBGene00001939	his-65	186671
WBGene00001940	his-66	186670
WBGene00001941	his-67	188792
WBGene00001942	his-68	172860
WBGene00001943	his-69	184005
WBGene00001944	his-70	184006
WBGene00001945	his-71	181057
WBGene00001946	his-72	176660
WBGene00001947	his-73	13187664
WBGene00001948	hlh-1	173788
WBGene00001949	hlh-2	172458
WBGene00001950	hlh-3	174447
WBGene00001951	hlh-4	176372
WBGene00001952	hlh-6	188539
WBGene00001953	hlh-8	181069
WBGene00001954	hlh-10	191402
WBGene00001955	hlh-11	176360
WBGene00001956	hlh-12	182980
WBGene00001957	hlh-13	185980
WBGene00001958	hlh-14	182758
WBGene00001959	hlh-15	183427
WBGene00001960	hlh-16	183973
WBGene00001961	hlh-17	185460
WBGene00001962	hlh-19	186449
WBGene00001963	btb-1	
WBGene00001964	hlh-25	182717
WBGene00001965	hlh-26	173939
WBGene00001966	hlh-27	182719
WBGene00001967	hlh-28	185134
WBGene00001968	hlh-29	185136
WBGene00001971	hmg-1.1	175081
WBGene00001972	hmg-1.2	175890
WBGene00001973	hmg-3	172250
WBGene00001974	hmg-4	176052
WBGene00001975	hmg-5	177543
WBGene00001976	hmg-11	173805
WBGene00001977	hmg-12	174829
WBGene00001978	hmp-1	179624
WBGene00001979	hmp-2	173338
WBGene00001980	hmr-1	173007
